"id","name","age","address","email","phone_number","registration_date","created_at","updated_at","deleted_at"
"2c86b9db-6c7e-42db-8c3c-8a273dc0ed40",Никонова Марина Николаевна,70,"с. Архыз, ул. Песочная, д. 1 стр. 6, 703664",emilija01@example.org,"8 (993) 305-93-29",2024-05-19 09:23:28.088 +0300,2024-04-15 16:15:36.086 +0300,2025-04-11 02:06:11.133 +0300,
"983772ef-cba8-4c40-bb06-86db65a0e126",Оксана Тарасовна Гаврилова,53,"с. Волгоград, пр. Тимирязева, д. 2/7, 021407",konstantin04@example.com,+74063626687,2024-11-01 00:52:45.752 +0300,2024-06-22 09:16:57.318 +0300,2025-04-11 02:06:32.648 +0300,
"5b5c58d8-297b-45d0-a560-193a6a40be08",Ирина Евгеньевна Вишнякова,56,"г. Ставрополь, пер. Ленинградский, д. 728, 428819",alina_2018@example.com,"8 (536) 800-87-23",2024-08-12 14:46:21.701 +0300,2025-01-04 23:47:50.186 +0300,2025-04-11 02:06:58.298 +0300,
a39d6d6e-8b3f-4e3c-b046-5ca23626913c,Белякова Глафира Юльевна,54,"к. Александровск-Сахалинский, пр. Крупской, д. 51 к. 3/4, 629517",sokrataleksandrov@example.org,"8 740 652 78 94",2025-01-31 07:38:48.809 +0300,2024-07-24 22:35:29.068 +0300,2025-04-11 02:07:18.784 +0300,
bceef2cf-094d-4a6a-bd68-84e2bc110988,Панфил Егорович Егоров,52,"г. Камень-на-Оби, ул. Мира, д. 8 к. 858, 743468",akirillova@example.net,+7 (256) 086-3267,2024-06-14 14:31:31.464 +0300,2025-02-11 19:11:20.411 +0300,2025-04-11 02:07:46.874 +0300,
"83a69e77-bb4f-4628-b2c9-4d92d926261d",Василиса Алексеевна Белоусова,80,"г. Домбай, пр. Энергетиков, д. 7/5 к. 19, 521793",davidovgerasim@example.net,+7 960 457 8911,2024-06-12 00:06:39.614 +0300,2024-04-26 02:42:06.224 +0300,2025-04-11 02:08:10.121 +0300,
"08d04e84-df10-4bfa-99f4-75c3d10d44dd",Анисимова Ульяна Петровна,34,"д. Мончегорск, ул. Геологов, д. 36 стр. 36, 884905",belousovmoke@example.net,"8 187 290 2102",2025-01-28 04:40:22.899 +0300,2025-01-01 17:29:52.627 +0300,2025-04-11 02:08:31.536 +0300,
"4610e742-2155-47d1-8235-18ef1a09120b",Виктория Геннадьевна Данилова,96,"с. Колпашево, наб. Инженерная, д. 5 к. 3, 708071",moise89@example.com,+7 802 907 65 43,2024-09-21 07:55:23.245 +0300,2024-11-07 02:42:20.990 +0300,2025-04-11 02:08:52.906 +0300,
"796d0300-9d81-4e88-80fa-29e4930aab24",Эмилия Максимовна Бурова,24,"клх Южноуральск, наб. Свердлова, д. 475 стр. 75, 902862",noskovagafon@example.net,+76505028067,2024-04-29 04:55:26.980 +0300,2025-03-24 23:31:30.625 +0300,2025-04-11 02:09:18.607 +0300,
"8abab95e-b7df-4682-abef-f8bdeb161904",Никодим Вилорович Лихачев,34,"к. Суздаль, наб. Нижняя, д. 1 к. 81, 510398",maksimiljan_24@example.org,"82869204804",2024-10-23 21:11:51.841 +0300,2024-09-17 15:45:12.025 +0300,2025-04-11 02:09:42.114 +0300,
"22c2e075-9a1b-44b1-9cc2-4e69a8508266",Аким Адрианович Брагин,19,"с. Каспийск, ш. Путейское, д. 357 стр. 8, 363055",lora_1992@example.com,"8 (755) 953-72-88",2024-07-10 16:57:24.412 +0300,2024-11-27 20:27:45.467 +0300,2025-04-11 02:10:02.579 +0300,
d10611e1-3868-4323-8cd2-8e0302dcbd21,Хохлова Наталья Антоновна,53,"клх Азов (Рост.), пер. Кочубея, д. 7/5 стр. 9/3, 736803",vitaliilin@example.com,"8 (641) 235-5205",2025-03-26 15:40:47.657 +0300,2024-11-20 19:16:18.490 +0300,2025-04-11 02:10:28.535 +0300,
"7affb333-fb82-428d-a41a-dac99c008cb9",Рогов Эдуард Иосипович,33,"п. Брянск, алл. Донская, д. 303 к. 6/8, 477806",gavrilovigor@example.net,"8 773 961 7848",2024-07-24 06:08:55.964 +0300,2024-07-15 21:26:40.767 +0300,2025-04-11 02:10:49.074 +0300,
"08c62a02-ab08-4dee-81bf-f3dc58e3f43b",Радим Иосипович Кулагин,49,"клх Северо-Курильск, пер. Радужный, д. 5/7, 411668",prohor_2003@example.net,"8 323 480 5631",2024-12-01 10:06:18.571 +0300,2024-04-18 00:17:36.265 +0300,2025-04-11 02:11:15.065 +0300,
"57888c61-eeac-4973-85b7-26290e178a3c",Александров Тихон Харитонович,89,"г. Мостовской, ул. Дружба, д. 45 к. 8, 377322",zhdanovleonti@example.org,"8 (649) 682-8504",2024-06-09 17:07:50.046 +0300,2024-11-18 03:41:17.960 +0300,2025-04-11 02:11:36.935 +0300,
"22ee3a03-9c35-4749-8065-7c8d023af02f",Элеонора Петровна Дорофеева,31,"п. Кызыл, ул. Загородная, д. 972, 568041",tihon98@example.com,+7 (650) 313-23-88,2024-05-07 02:31:48.108 +0300,2025-01-23 22:21:25.482 +0300,2025-04-11 02:11:58.577 +0300,
"87779ccc-2d2a-4521-b0ea-2c8260e3411a",Мишин Доброслав Алексеевич,68,"д. Смоленск, алл. З.Космодемьянской, д. 249 к. 6, 638431",bobrovasvetlana@example.com,"8 895 337 04 14",2025-03-27 01:21:03.112 +0300,2025-02-25 20:59:17.658 +0300,2025-04-11 02:12:21.792 +0300,
fb4b5292-1c45-4b1f-b005-3dc156c8321e,Потап Викторович Силин,60,"д. Углегорск, ул. Машиностроителей, д. 68 к. 70, 193634",kondrati1990@example.org,"8 185 848 92 61",2024-09-01 03:11:09.522 +0300,2024-11-23 05:12:52.571 +0300,2025-04-11 02:12:46.515 +0300,
"0392bf88-06c4-4683-8e96-a4d5c59440d7",Остап Игнатьевич Панов,23,"к. Вязьма, ш. Космическое, д. 4, 701716",iosifkulakov@example.org,"8 (824) 316-8898",2024-08-02 22:39:57.024 +0300,2024-08-08 03:03:18.000 +0300,2025-04-11 02:13:49.429 +0300,
"94f8e185-b49b-4511-bb68-8f41c4eea8c3",Елизар Феофанович Зайцев,49,"клх Жуковский, алл. Учительская, д. 8/4 к. 471, 766607",uvarovpankrat@example.com,"89723608649",2025-02-04 22:46:25.180 +0300,2025-01-23 11:30:31.379 +0300,2025-04-11 02:14:14.483 +0300,
"3ebd6368-160c-4ed3-b03b-830d97a74ac8",Акулина Натановна Зимина,43,"г. Данков, наб. Космонавтов, д. 79, 295620",bojan69@example.com,"8 (471) 187-41-38",2024-10-30 06:38:16.392 +0300,2025-02-25 11:53:05.341 +0300,2025-04-11 02:14:55.753 +0300,
"15a3cc7f-51aa-45a9-b0d5-de5e2d3ac5e4",Некрасов Милий Адрианович,26,"д. Оленегорск (Якут.), ул. Леонова, д. 85 к. 766, 404676",sitnikovdenis@example.org,+7 213 213 7945,2025-03-17 13:30:44.293 +0300,2024-06-14 20:34:59.019 +0300,2025-04-11 02:15:16.621 +0300,
"0f911015-098d-4e7e-b1a8-20e53d32b647",Виталий Вилорович Анисимов,49,"с. Диксон, бул. Енисейский, д. 171 к. 67, 719370",dorofe_1982@example.net,"8 (028) 305-83-02",2024-11-15 17:09:56.385 +0300,2025-01-31 19:18:27.733 +0300,2025-04-11 02:15:40.037 +0300,
"6bc29399-878f-42a0-95e9-8df972e3fee0",Куприян Авдеевич Анисимов,81,"п. Медногорск, бул. Мирный, д. 3/7 к. 1, 522792",kazakovnifont@example.net,+7 417 468 3152,2025-03-31 23:23:25.536 +0300,2024-11-03 03:00:50.903 +0300,2025-04-11 02:16:02.901 +0300,
c9f2e453-cf93-44cd-999d-e7f3daf43972,Фёкла Владимировна Блинова,57,"д. Оса, наб. Волгоградская, д. 674 стр. 764, 594447",nikiforovaantonina@example.com,"8 (573) 523-00-22",2025-01-13 15:54:15.544 +0300,2024-05-30 18:31:59.782 +0300,2025-04-11 02:16:29.971 +0300,
"313480b0-a98f-4cec-a4c9-ac18ba0be37e",Любомир Гавриилович Сысоев,75,"к. Буденновск, бул. М.Горького, д. 2/7 стр. 226, 718877",gennadi_75@example.org,"8 (392) 033-85-38",2024-04-20 22:00:52.658 +0300,2025-04-08 01:20:03.821 +0300,2025-04-11 02:16:50.102 +0300,
"3d456cdc-757b-4a09-b436-2e9ca1fdd5e3",Радислав Гурьевич Веселов,50,"клх Рубцовск, пр. Черноморский, д. 5/5 к. 3, 771472",kalashnikovpahom@example.com,+7 (498) 014-61-89,2024-11-27 01:56:34.153 +0300,2025-03-03 10:31:40.996 +0300,2025-04-11 02:17:18.748 +0300,
"5d0f2140-80b2-4127-be28-c065242c7a31",Рябова Светлана Станиславовна,23,"д. Череповец, пер. Рабочий, д. 71 стр. 477, 972968",kalashnikovmiron@example.com,+7 (748) 041-57-66,2024-04-29 20:08:14.170 +0300,2025-02-15 23:32:09.575 +0300,2025-04-11 02:17:40.619 +0300,
"995fee5e-89bc-4662-90bf-75b8bd9569d2",Лобанова Елизавета Святославовна,94,"г. Оренбург, пер. Чернышевского, д. 641 к. 94, 859987",eleonora33@example.org,"84334748669",2025-01-29 14:33:24.373 +0300,2025-01-23 14:05:46.937 +0300,2025-04-11 02:17:59.781 +0300,
"844768d7-9f93-49d1-ac1d-6420edc8500a",Морозова Кира Анатольевна,72,"д. Находка, ул. Омская, д. 342, 743752",kzikova@example.net,"8 738 931 50 18",2024-06-24 22:41:40.351 +0300,2024-04-30 17:31:43.499 +0300,2025-04-11 02:18:41.986 +0300,
"2bda6979-d25a-4ffe-a836-3a1a263ac3bb",Лавр Харитонович Баранов,45,"клх Стрежевой, ш. Иванова, д. 8/8 к. 52, 907624",erofe1972@example.org,"8 (338) 551-31-15",2024-07-23 18:04:58.950 +0300,2025-03-09 22:35:55.790 +0300,2025-04-11 02:19:09.660 +0300,
ce1f9cc9-28d7-48a7-90a9-c3ea42bcbecd,Александра Петровна Кудряшова,26,"ст. Кущевская, бул. Грибоедова, д. 2/3 к. 4, 663585",arhip_1982@example.org,+7 (182) 425-89-50,2025-03-29 09:12:17.614 +0300,2024-05-23 11:00:27.467 +0300,2025-04-11 02:19:34.423 +0300,
e3bc5247-8687-4db7-b36e-e1ce2baa1d18,Дорофеев Рюрик Августович,68,"п. Бавлы, алл. Высоковольтная, д. 923 стр. 1, 048927",pavel52@example.org,+7 (533) 649-3826,2024-09-07 08:47:15.374 +0300,2024-09-17 11:00:16.592 +0300,2025-04-11 02:20:44.241 +0300,
"15c075cb-0a51-400c-bf1d-f9cad169ad67",Варвара Ефимовна Шестакова,78,"к. Игарка, бул. Клары Цеткин, д. 38, 411487",nestor25@example.net,"8 511 778 3076",2024-12-27 19:37:00.256 +0300,2025-03-07 08:33:46.119 +0300,2025-04-11 02:23:58.637 +0300,
"7fdca21a-78e7-4192-b4cf-0351386af469",Мельникова Лидия Юрьевна,85,"с. Ставрополь, ш. Ореховое, д. 951, 936450",kuzmashcherbakov@example.com,"8 (713) 075-6176",2024-08-04 22:50:30.631 +0300,2024-11-27 17:43:27.619 +0300,2025-04-11 02:24:19.084 +0300,
"316ff5ff-b91f-4413-af74-ce3b14d5f64e",Стрелкова Лидия Николаевна,57,"с. Брянск, пр. Лесозаводский, д. 29 к. 74, 009133",kondratevparamon@example.net,"8 942 163 7897",2024-10-27 03:08:10.994 +0300,2025-02-19 14:26:39.927 +0300,2025-04-11 02:24:49.036 +0300,
"303a2f99-cb65-4c05-8807-6784300d35c2",Никодим Фокич Шилов,89,"п. Алексин, ул. Шишкина, д. 8 стр. 7/3, 239162",solomon22@example.org,"82201283281",2024-10-17 16:32:29.223 +0300,2025-01-18 19:30:43.058 +0300,2025-04-11 02:25:12.626 +0300,
dab1a9d5-e99a-40ba-86c6-8e894ef760ce,Алла Кузьминична Попова,53,"п. Ростов, ул. Южная, д. 28, 986768",vatslav1989@example.org,"8 (078) 610-76-12",2024-09-18 08:59:57.862 +0300,2024-12-11 20:39:08.951 +0300,2025-04-11 02:25:32.013 +0300,
"140d3411-6737-4009-a058-31ca088cc019",Устин Владиславович Блинов,59,"к. Хасан, ш. Болотное, д. 41, 048195",sinklitikija_2016@example.org,+7 770 557 61 44,2024-12-11 12:53:06.037 +0300,2025-03-12 20:37:34.414 +0300,2025-04-11 02:25:56.279 +0300,
"6989b120-ef64-459c-b67d-3c2768a55a2d",Конон Матвеевич Рыбаков,23,"г. Витим, пер. Карбышева, д. 458, 471748",uveselov@example.com,+7 (551) 539-60-78,2024-04-22 14:59:47.628 +0300,2024-07-27 02:05:08.046 +0300,2025-04-11 02:26:21.943 +0300,
"51e036ea-a727-4cc4-8fa0-c160737fa7a5",Ульяна Руслановна Савина,31,"ст. Онега, ш. Школьное, д. 9/1 к. 628, 516599",arseni_2023@example.org,"8 510 431 7152",2024-08-10 01:52:51.614 +0300,2024-05-02 02:00:10.337 +0300,2025-04-11 02:27:10.145 +0300,
de65eb2c-fa35-434b-98b3-43a28a98e491,Цветков Иларион Теймуразович,56,"д. Галич, ул. Морозова, д. 8/3 к. 9/2, 576261",innokenti62@example.net,"8 980 564 3381",2025-04-02 16:53:10.843 +0300,2024-09-18 05:03:03.549 +0300,2025-04-11 02:27:32.766 +0300,
"6cdd4aca-9bf2-446f-b308-e2d8a6870af5",Молчанова Антонина Богдановна,67,"д. Чегем, наб. Алтайская, д. 37 к. 6/8, 692473",blapina@example.org,"8 942 856 8045",2024-07-10 00:23:32.590 +0300,2024-08-24 18:07:41.853 +0300,2025-04-11 02:27:53.125 +0300,
c7f805c0-86b8-47a1-924e-a772a8787931,Агата Петровна Васильева,44,"г. Чебоксары, пер. Макарова, д. 350 стр. 19, 069649",mihailsavelev@example.com,"8 839 223 91 28",2025-02-17 17:24:11.090 +0300,2025-02-04 01:14:18.911 +0300,2025-04-11 02:28:15.064 +0300,
bffd67c8-d862-471b-ab5a-f3f785154bad,Лыткина Олимпиада Даниловна,91,"д. Миллерово, наб. Мостовая, д. 1 к. 2/1, 136466",belovvenedikt@example.net,+7 (387) 807-99-16,2025-03-09 13:26:17.506 +0300,2024-05-02 02:30:45.398 +0300,2025-04-11 02:28:38.890 +0300,
"750cd0b3-f409-4d24-a324-ea26c621ee69",Артемий Демьянович Коновалов,98,"ст. Горячий Ключ, алл. Ясная, д. 757 к. 9, 678912",jshchukina@example.com,"8 (971) 106-50-69",2024-11-26 02:45:22.985 +0300,2024-11-23 19:40:25.056 +0300,2025-04-11 02:28:57.990 +0300,
"2a0553f9-d1c5-4583-abf4-1f2fdb60c6f6",Сазонова Нина Михайловна,43,"п. Слюдянка, пер. Достоевского, д. 50 стр. 660, 025594",vasilisa_1988@example.org,+75537461074,2024-07-24 14:45:34.083 +0300,2024-10-31 14:05:17.401 +0300,2025-04-11 02:29:23.622 +0300,
"72ad44eb-1e25-4146-8bdc-4a09a92953db",Наина Ильинична Петрова,33,"д. Печенга, пр. Ульянова, д. 447 к. 7/1, 877677",trofimovavarvara@example.net,"8 105 905 0130",2025-03-19 19:01:37.968 +0300,2024-10-09 04:28:32.537 +0300,2025-04-11 02:29:46.405 +0300,
"6bdae95a-29a6-469c-81a8-9f3ba108b51b",Мокей Фёдорович Белозеров,73,"к. Тутаев, бул. Энергетический, д. 934 стр. 92, 348838",medvedevspiridon@example.org,"8 (379) 817-17-92",2024-07-30 22:04:28.943 +0300,2025-03-18 06:14:45.834 +0300,2025-04-11 02:30:15.877 +0300,
b02478f1-da51-4504-8654-b2da6b011b54,Жукова Галина Кузьминична,41,"клх Сосногорск, наб. Сельская, д. 1/3, 972581",samuil_29@example.org,"8 221 755 5995",2024-09-17 09:37:57.659 +0300,2024-05-04 13:09:46.342 +0300,2025-04-11 02:30:41.413 +0300,
